Order_ID,Date,Campaign_ID,Order_Value,Status,RTO_Reason,Shipping_Cost,Customer_City,Payment_Method
ORD_10059,2024-11-01,CMP_015,1422.78,rto,Fake Order,49.57,Mumbai,COD
ORD_10060,2024-11-01,CMP_015,913.91,DELIVERED,,66.79,Kolkata,COD
ORD_10061,2024-11-01,CMP_015,523.05,CANCELLED,,76.77,Jaipur,Prepaid
ORD_10062,2024-11-01,CMP_015,3677.34,Delivered,,53.9,Chennai,COD
ORD_10063,2024-11-01,CMP_015,791.79,cancelled,,63.0,Chennai,COD
ORD_10064,2024-11-01,CMP_015,659.7,Delivered,,51.77,Delhi,COD
ORD_10065,2024-11-01,CMP_015,4628.34,Cancel,,63.0,Ahmedabad,Prepaid
ORD_10066,2024-11-01,CMP_015,1654.95,Cancel,,78.45,Ahmedabad,COD
ORD_10067,2024-11-01,CMP_015,1380.24,DELIVERED,,44.65,Delhi,Prepaid
ORD_10068,2024-11-01,CMP_015,1991.3,rto,Wrong Address,72.01,Kolkata,Prepaid
ORD_10069,2024-11-01,CMP_015,514.58,Cancel,,49.93,Delhi,Prepaid
ORD_10070,2024-11-01,CMP_003,2228.09,Cancelled,,59.06,Pune,COD
ORD_10071,2024-11-01,CMP_003,2807.23,Cancelled,,67.32,Hyderabad,Prepaid
ORD_10072,2024-11-01,CMP_003,2704.58,delivered,,50.62,Hyderabad,COD
ORD_10073,2024-11-01,CMP_003,4509.0,DELIVERED,,71.16,Delhi,COD
ORD_10074,2024-11-01,CMP_003,1495.14,Return to Origin,Product Damaged,78.32,Ahmedabad,Prepaid
ORD_10075,2024-11-01,CMP_003,1238.51,cancelled,,75.88,Chennai,Prepaid
ORD_10076,2024-11-01,CMP_003,1646.39,rto,Customer Not Reachable,48.88,Lucknow,COD
ORD_10077,2024-11-01,CMP_003,1698.9,Return to Origin,Product Damaged,41.3,Pune,Prepaid
ORD_10078,2024-11-01,CMP_003,4327.71,RTO,Customer Refused,67.93,Ahmedabad,Prepaid
ORD_10079,2024-11-01,CMP_003,517.73,DELIVERED,,63.24,Pune,Prepaid
ORD_10080,2024-11-01,CMP_003,889.55,rto,Wrong Address,50.78,Lucknow,Prepaid
ORD_10081,2024-11-01,CMP_003,1248.16,delivered,,68.03,Pune,Prepaid
ORD_10082,2024-11-01,CMP_003,2838.89,Dlvrd,,45.25,Lucknow,COD
ORD_10083,2024-11-01,CMP_003,649.8,DELIVERED,,49.43,Kolkata,Prepaid
ORD_10084,2024-11-01,CMP_003,1700.06,Cancelled,,58.92,Mumbai,COD
ORD_10085,2024-11-01,CMP_003,701.71,Cancelled,,65.23,Jaipur,COD
ORD_10086,2024-11-01,CMP_003,1229.93,Dlvrd,,74.34,Mumbai,Prepaid
ORD_10087,2024-11-01,CMP_003,745.01,DELIVERED,,50.17,Delhi,Prepaid
ORD_10088,2024-11-01,CMP_003,2779.31,DELIVERED,,62.3,Chennai,Prepaid
ORD_10089,2024-11-01,CMP_012,1801.05,Cancel,,47.96,Lucknow,COD
ORD_10090,2024-11-01,CMP_012,761.81,cancelled,,54.2,Jaipur,Prepaid
ORD_10091,2024-11-01,CMP_012,3340.79,DELIVERED,,64.55,Ahmedabad,COD
ORD_10092,2024-11-01,CMP_012,4604.77,DELIVERED,,77.14,Kolkata,COD
ORD_10093,2024-11-01,CMP_012,1107.16,Cancel,,43.16,Pune,COD
ORD_10094,2024-11-01,CMP_012,1479.52,CANCELLED,,64.22,Kolkata,Prepaid
ORD_10095,2024-11-01,CMP_012,4342.92,CANCELLED,,69.92,Jaipur,Prepaid
ORD_10096,2024-11-01,CMP_012,775.83,delivered,,69.11,Chennai,COD
ORD_10097,2024-11-01,CMP_012,2240.19,delivered,,44.12,Delhi,Prepaid
ORD_10098,2024-11-01,CMP_012,539.55,Dlvrd,,70.6,Delhi,COD
ORD_10099,2024-11-01,CMP_012,732.91,rto,Customer Not Reachable,52.37,Hyderabad,COD
ORD_10100,2024-11-01,CMP_012,1439.72,Delivered,,73.54,Mumbai,COD
ORD_10101,2024-11-01,CMP_012,1790.55,DELIVERED,,59.05,Jaipur,Prepaid
ORD_10102,2024-11-01,CMP_012,702.67,Cancelled,,61.57,Lucknow,COD
ORD_10103,2024-11-01,CMP_012,1623.37,Cancelled,,57.4,Jaipur,Prepaid
ORD_10104,2024-11-01,CMP_012,3444.96,delivered,,43.58,Chennai,Prepaid
ORD_10105,2024-11-01,CMP_012,733.58,delivered,,60.93,Bangalore,Prepaid
ORD_10106,2024-11-01,CMP_012,1302.65,Return to Origin,Customer Not Reachable,77.88,Ahmedabad,Prepaid
ORD_10107,2024-11-01,CMP_012,1145.65,DELIVERED,,49.25,Mumbai,COD
ORD_10108,2024-11-01,CMP_012,1117.6,Dlvrd,,55.79,Bangalore,COD
ORD_10109,2024-11-01,CMP_012,3169.17,DELIVERED,,50.52,Kolkata,COD
ORD_10110,2024-11-01,CMP_012,1646.81,cancelled,,72.3,Chennai,Prepaid
ORD_10111,2024-11-01,CMP_012,1297.92,delivered,,47.52,Delhi,COD
ORD_10112,2024-11-01,CMP_012,665.53,DELIVERED,,58.11,Lucknow,Prepaid
ORD_10113,2024-11-01,CMP_012,529.09,delivered,,61.4,Bangalore,COD
ORD_10114,2024-11-01,CMP_012,687.56,Dlvrd,,40.33,Delhi,COD
ORD_10115,2024-11-01,CMP_012,825.78,DELIVERED,,71.43,Ahmedabad,Prepaid
ORD_10116,2024-11-01,CMP_012,1687.14,Dlvrd,,73.74,Bangalore,COD
ORD_10117,2024-11-01,CMP_012,1088.63,delivered,,47.26,Chennai,Prepaid
ORD_10118,2024-11-01,CMP_012,2365.88,CANCELLED,,49.96,Ahmedabad,COD
ORD_10119,2024-11-01,CMP_012,2100.53,delivered,,70.84,Jaipur,COD
ORD_10120,2024-11-01,CMP_012,3418.48,Returned,Fake Order,77.45,Bangalore,COD
ORD_10121,2024-11-01,CMP_007,3648.74,DELIVERED,,59.25,Chennai,COD
ORD_10122,2024-11-01,CMP_007,578.13,RTO,Customer Refused,49.44,Kolkata,Prepaid
ORD_10123,2024-11-01,CMP_007,1691.59,Return to Origin,Customer Not Reachable,71.57,Mumbai,COD
ORD_10124,2024-11-01,CMP_007,1536.13,Returned,Wrong Address,54.86,Delhi,COD
ORD_10125,2024-11-01,CMP_007,637.1,Returned,Customer Changed Mind,42.4,Pune,COD
ORD_10126,2024-11-01,CMP_007,1304.53,DELIVERED,,59.51,Pune,COD
ORD_10127,2024-11-01,CMP_007,4270.09,CANCELLED,,57.55,Hyderabad,COD
ORD_10128,2024-11-01,CMP_007,1037.25,delivered,,75.95,Ahmedabad,COD
ORD_10129,2024-11-01,CMP_007,942.07,Returned,Wrong Address,62.67,Jaipur,Prepaid
ORD_10130,2024-11-01,CMP_007,1202.59,CANCELLED,,63.95,Jaipur,COD
ORD_10131,2024-11-01,CMP_007,732.54,delivered,,50.53,Pune,Prepaid
ORD_10132,2024-11-01,CMP_006,1068.57,Delivered,,40.75,Pune,COD
 ORD_10133,2024-11-01,CMP_006,1581.51,Returned,Product Damaged,72.76,Hyderabad,COD
ORD_10134,2024-11-01,CMP_006,1648.6,Delivered,,51.33,Kolkata,COD
ORD_10135,2024-11-01,CMP_006,644.38,RTO,Customer Refused,73.41,Bangalore,COD
ORD_10136,2024-11-01,CMP_006,2606.24,delivered,,43.95,Lucknow,COD
ORD_10137,2024-11-01,CMP_006,3973.76,delivered,,68.05,Chennai,COD
ORD_10138,2024-11-01,CMP_006,1408.93,DELIVERED,,77.21,Hyderabad,COD
ORD_10139,2024-11-01,CMP_006,1834.65,Dlvrd,,72.04,Mumbai,Prepaid
ORD_10140,2024-11-01,CMP_006,1907.37,Dlvrd,,54.76,Mumbai,COD
ORD_10141,2024-11-01,CMP_006,560.98,delivered,,52.16,Hyderabad,COD
ORD_10142,2024-11-01,CMP_006,1587.76,Dlvrd,,47.58,Jaipur,COD
ORD_10143,2024-11-01,CMP_006,1437.99,delivered,,69.97,Kolkata,COD
ORD_10144,2024-11-01,CMP_006,1457.94,Delivered,,58.35,Kolkata,COD
ORD_10145,2024-11-01,CMP_006,770.59,Delivered,,53.5,Bangalore,COD
ORD_10146,2024-11-01,CMP_006,3329.04,Dlvrd,,52.61,Pune,Prepaid
ORD_10147,2024-11-01,CMP_006,1449.86,Cancel,,52.94,Hyderabad,COD
ORD_10148,2024-11-01,CMP_006,1062.59,DELIVERED,,69.78,Pune,Prepaid
ORD_10149,2024-11-01,CMP_006,1095.64,Cancelled,,79.32,Lucknow,COD
ORD_10150,2024-11-01,CMP_006,1990.12,DELIVERED,,52.01,Hyderabad,COD
ORD_10151,2024-11-01,CMP_006,2065.1,Cancelled,,67.59,Chennai,COD
ORD_10152,2024-11-01,CMP_006,1356.0,delivered,,43.77,Ahmedabad,Prepaid
ORD_10153,2024-11-01,CMP_006,897.48,Cancelled,,49.99,Chennai,Prepaid
ORD_10154,2024-11-01,CMP_006,1099.7,cancelled,,69.37,Pune,Prepaid
ORD_10155,2024-11-01,CMP_006,1738.56,rto,Product Damaged,72.78,Delhi,COD
ORD_10156,2024-11-01,CMP_006,556.06,cancelled,,55.26,Mumbai,Prepaid
ORD_10157,2024-11-01,CMP_006,1725.71,delivered,,74.71,Hyderabad,COD
ORD_10158,2024-11-01,CMP_006,1403.45,delivered,,71.1,Kolkata,COD
ORD_10159,2024-11-01,CMP_006,561.77,Delivered,,45.98,Jaipur,COD
ORD_10160,2024-11-01,CMP_006,575.78,Cancelled,,55.72,Ahmedabad,COD
ORD_10161,2024-11-01,CMP_006,635.12,Delivered,,71.45,Bangalore,COD
ORD_10162,2024-11-01,CMP_006,1213.78,Cancel,,61.93,Chennai,COD
ORD_10163,2024-11-01,CMP_006,1151.74,Returned,Wrong Address,59.24,Hyderabad,Prepaid
ORD_10164,2024-11-01,CMP_006,1357.0,delivered,,79.88,Jaipur,COD
ORD_10165,2024-11-01,CMP_006,899.39,delivered,,67.39,Lucknow,COD
ORD_10166,2024-11-01,CMP_006,1120.37,DELIVERED,,47.62,Pune,COD
ORD_10167,2024-11-01,CMP_006,1654.52,DELIVERED,,53.99,Ahmedabad,COD
ORD_10168,2024-11-01,CMP_006,567.32,CANCELLED,,47.99,Pune,COD
ORD_10169,2024-11-01,CMP_006,4558.29,Dlvrd,,42.18,Lucknow,COD
ORD_10170,2024-11-01,CMP_006,4460.4,DELIVERED,,67.75,Delhi,Prepaid
ORD_10171,2024-11-01,CMP_006,534.12,DELIVERED,,61.52,Hyderabad,COD
ORD_10172,2024-11-01,CMP_006,887.99,DELIVERED,,69.2,Bangalore,COD
ORD_10173,2024-11-01,CMP_006,527.58,Dlvrd,,66.54,Mumbai,Prepaid
ORD_10174,2024-11-01,CMP_006,926.02,Cancel,,64.72,Mumbai,Prepaid
ORD_10175,2024-11-01,CMP_006,512.5,DELIVERED,,50.85,Pune,COD
ORD_10176,2024-11-01,CMP_006,1801.12,Dlvrd,,49.25,Kolkata,COD
ORD_10177,2024-11-01,CMP_006,2298.81,Delivered,,74.67,Jaipur,COD
ORD_10178,2024-11-01,CMP_006,1250.98,Delivered,,77.05,Mumbai,COD
ORD_10179,2024-11-01,CMP_006,1294.12,DELIVERED,,55.74,Bangalore,COD
ORD_10180,2024-11-01,CMP_006,1027.87,Delivered,,49.45,Jaipur,Prepaid
ORD_10181,2024-11-01,CMP_006,3877.38,cancelled,,75.62,Mumbai,COD
ORD_10182,2024-11-01,CMP_006,2676.75,DELIVERED,,55.71,Bangalore,COD
ORD_10183,2024-11-01,CMP_006,3562.15,Returned,Customer Changed Mind,67.46,Kolkata,COD
ORD_10184,2024-11-01,CMP_006,1139.7,Delivered,,64.21,Ahmedabad,COD
ORD_10185,2024-11-01,CMP_006,1478.71,Dlvrd,,67.36,Hyderabad,COD
ORD_10186,2024-11-01,CMP_006,1557.7,delivered,,45.41,Bangalore,COD
ORD_10187,2024-11-01,CMP_006,4751.34,DELIVERED,,62.29,Delhi,COD
ORD_10188,2024-11-01,CMP_005,4181.24,Cancel,,75.21,Kolkata,Prepaid
ORD_10189,2024-11-01,CMP_014,4465.1,DELIVERED,,69.53,Bangalore,COD
ORD_10190,2024-11-01,CMP_014,777.12,Cancel,,64.48,Chennai,COD
ORD_10191,2024-11-02,CMP_014,848.27,rto,Fake Order,43.18,Ahmedabad,COD
ORD_10192,2024-11-02,CMP_014,1407.07,Cancel,,54.96,Kolkata,Prepaid
ORD_10193,2024-11-02, CMP_004 ,839.41,rto,Customer Refused,77.02,Kolkata,COD
ORD_10194,2024-11-02, CMP_004 ,4964.73,CANCELLED,,42.65,Ahmedabad,COD
ORD_10195,2024-11-02, CMP_004 ,987.34,Return to Origin,Wrong Address,57.1,Mumbai,COD
ORD_10196,2024-11-02, CMP_004 ,3141.12,rto,Product Damaged,77.57,Lucknow,COD
ORD_10197,2024-11-02, CMP_004 ,1462.09,Cancel,,41.54,Delhi,Prepaid
ORD_10198,2024-11-02, CMP_004 ,1816.65,Cancelled,,49.83,Jaipur,Prepaid
ORD_10199,2024-11-02, CMP_004 ,2117.75,Return to Origin,Customer Changed Mind,78.5,Hyderabad,Prepaid
ORD_10200,2024-11-02, CMP_004 ,1826.6,CANCELLED,,51.44,Bangalore,Prepaid
ORD_10201,2024-11-02, CMP_004 ,1878.55,RTO,Wrong Address,58.54,Ahmedabad,COD
ORD_10202,2024-11-02,CMP_002,1668.1,CANCELLED,,67.84,Bangalore,Prepaid
ORD_10203,2024-11-02,CMP_002,1176.33,Dlvrd,,63.61,Hyderabad,Prepaid
ORD_10204,2024-11-02,CMP_002,986.11,RTO,Customer Changed Mind,71.86,Delhi,COD
ORD_10205,2024-11-02,CMP_002,1174.1,RTO,Product Damaged,68.29,Jaipur,COD
ORD_10206,2024-11-02,CMP_002,3136.04,rto,Wrong Address,76.49,Lucknow,COD
ORD_10207,2024-11-02,CMP_002,2486.37,delivered,,70.77,Mumbai,Prepaid
ORD_10208,2024-11-02,CMP_002,1595.24,Cancelled,,51.55,Bangalore,COD
ORD_10209,2024-11-02,CMP_002,4881.3,delivered,,70.62,Mumbai,Prepaid
ORD_10210,2024-11-02,CMP_002,1247.96,cancelled,,64.32,Ahmedabad,COD
ORD_10211,2024-11-02,CMP_002,1489.21,rto,Customer Not Reachable,43.18,Lucknow,COD
ORD_10212,2024-11-02,CMP_002,1321.01,Return to Origin,Product Damaged,72.8,Hyderabad,COD
ORD_10213,2024-11-02,CMP_002,582.6,RTO,Wrong Address,74.15,Lucknow,COD
ORD_10214,2024-11-02,CMP_002,1880.58,DELIVERED,,56.68,Bangalore,COD
ORD_10215,2024-11-02,CMP_002,1416.63,Return to Origin,Product Damaged,62.89,Jaipur,COD
ORD_10216,2024-11-02,CMP_002,4248.0,Return to Origin,Customer Refused,43.73,Chennai,Prepaid
ORD_10217,2024-11-02,CMP_002,1068.41,DELIVERED,,57.09,Jaipur,COD
ORD_10218,2024-11-02,CMP_002,701.82,Return to Origin,Fake Order,53.17,Kolkata,COD
ORD_10219,2024-11-02,CMP_002,813.58,Delivered,,62.85,Jaipur,COD
ORD_10220,2024-11-02,CMP_002,1532.98,Cancel,,79.45,Chennai,Prepaid
ORD_10221,2024-11-02,CMP_002,974.73,RTO,Product Damaged,54.15,Bangalore,COD
ORD_10222,2024-11-02,CMP_002,1279.56,Return to Origin,Customer Not Reachable,72.32,Lucknow,COD
ORD_10223,2024-11-02,CMP_002,4937.77,DELIVERED,,40.96,Delhi,COD
ORD_10224,2024-11-02,CMP_002,4398.69,cancelled,,56.56,Pune,Prepaid
ORD_10225,2024-11-02,CMP_007,516.95,Delivered,,51.27,Delhi,Prepaid
ORD_10226,2024-11-02,CMP_007,1324.99,CANCELLED,,44.55,Pune,Prepaid
ORD_10227,2024-11-02,CMP_007,1353.38,Cancelled,,73.28,Hyderabad,Prepaid
ORD_10228,2024-11-02,CMP_007,4766.84,rto,Customer Not Reachable,71.89,Bangalore,Prepaid
ORD_10229,2024-11-02,CMP_007,1190.93,CANCELLED,,75.84,Ahmedabad,Prepaid
ORD_10230,2024-11-02,CMP_007,2168.07,Returned,Product Damaged,69.0,Pune,COD
ORD_10231,2024-11-02,CMP_007,812.39,Returned,Fake Order,42.65,Bangalore,Prepaid
ORD_10232,2024-11-02,CMP_007,3017.46,Returned,Product Damaged,73.7,Lucknow,COD
ORD_10233,2024-11-02,CMP_007,1392.79,Cancelled,,70.06,Pune,COD
ORD_10234,2024-11-02,CMP_007,1120.8,rto,Wrong Address,54.86,Chennai,COD
ORD_10235,2024-11-02,CMP_007,762.52,Return to Origin,Customer Refused,71.11,Delhi,Prepaid
ORD_10236,2024-11-02,CMP_007,1698.54,Cancel,,46.16,Pune,Prepaid
ORD_10237,2024-11-02,CMP_007,3570.88,Cancel,,45.73,Delhi,COD
ORD_10238,2024-11-02,CMP_007,699.08,CANCELLED,,58.37,Jaipur,COD
ORD_10239,2024-11-02,CMP_007,1898.51,Returned,Product Damaged,74.88,Pune,Prepaid
ORD_10240,2024-11-02,CMP_007,2309.31,cancelled,,69.82,Mumbai,COD
ORD_10241,2024-11-02,CMP_007,3916.55,DELIVERED,,48.02,Chennai,Prepaid
ORD_10242,2024-11-02,CMP_007,1659.18,RTO,Fake Order,45.97,Chennai,COD
ORD_10243,2024-11-02,CMP_007,1434.42,RTO,Wrong Address,61.7,Jaipur,Prepaid
ORD_10244,2024-11-02,CMP_007,1914.92,CANCELLED,,62.96,Bangalore,COD
ORD_10245,2024-11-02,CMP_005,3621.73,Delivered,,41.16,Mumbai,COD
ORD_10246,2024-11-02,CMP_005,629.18,Dlvrd,,68.19,Lucknow,COD
ORD_10247,2024-11-02,CMP_008 ,1424.47,Delivered,,72.7,Jaipur,COD
ORD_10248,2024-11-02,CMP_006,3397.09,delivered,,72.51,Ahmedabad,COD
ORD_10249,2024-11-02,CMP_006,1526.72,Cancelled,,58.62,Hyderabad,COD
ORD_10250,2024-11-02,CMP_006,1843.55,Delivered,,54.54,Bangalore,COD
ORD_10251,2024-11-02,CMP_006,2990.98,CANCELLED,,52.99,Ahmedabad,COD
ORD_10252,2024-11-02,CMP_006,669.33,Delivered,,73.83,Chennai,Prepaid
ORD_10253,2024-11-02,CMP_006,691.09,Delivered,,72.7,Delhi,Prepaid
ORD_10254,2024-11-02,CMP_006,606.39,Dlvrd,,58.44,Lucknow,Prepaid
ORD_10255,2024-11-02,CMP_006,865.54,delivered,,59.29,Delhi,Prepaid
ORD_10256,2024-11-02,CMP_006,1541.09,Dlvrd,,79.21,Lucknow,Prepaid
ORD_10257,2024-11-02,CMP_006,854.23,Return to Origin,Customer Refused,69.57,Lucknow,Prepaid
ORD_10258,2024-11-02,CMP_006,1394.11,delivered,,43.91,Ahmedabad,COD
ORD_10259,2024-11-02,CMP_006,1108.69,Delivered,,67.42,Lucknow,Prepaid
ORD_10260,2024-11-02,CMP_006,1467.48,delivered,,48.7,Bangalore,COD
ORD_10261,2024-11-02,CMP_006,3908.4,DELIVERED,,45.87,Bangalore,Prepaid
ORD_10262,2024-11-02,CMP_006,1084.97,DELIVERED,,47.83,Pune,Prepaid
ORD_10263,2024-11-02,CMP_006,1869.81,delivered,,77.73,Kolkata,COD
ORD_10264,2024-11-02,CMP_006,3032.79,DELIVERED,,40.32,Jaipur,Prepaid
ORD_10265,2024-11-02,CMP_006,4557.52,Delivered,,76.04,Mumbai,COD
ORD_10266,2024-11-02,CMP_006,4462.26,DELIVERED,,74.45,Mumbai,COD
ORD_10267,2024-11-02,CMP_006,1385.25,Delivered,,68.47,Kolkata,Prepaid
ORD_10268,2024-11-02,CMP_006,816.82,delivered,,45.56,Jaipur,Prepaid
ORD_10269,2024-11-02,CMP_006,3080.86,DELIVERED,,51.54,Bangalore,COD
ORD_10270,2024-11-02,CMP_006,1472.58,delivered,,75.4,Kolkata,COD
ORD_10271,2024-11-02,CMP_006,1463.36,DELIVERED,,58.24,Lucknow,Prepaid
ORD_10272,2024-11-02,CMP_006,1181.59,DELIVERED,,72.8,Kolkata,Prepaid
ORD_10273,2024-11-02,CMP_006,1137.16,delivered,,59.93,Hyderabad,COD
ORD_10274,2024-11-02,CMP_006,1116.26,delivered,,54.68,Mumbai,COD
ORD_10275,2024-11-02,CMP_006,1052.87,DELIVERED,,78.47,Delhi,COD
ORD_10276,2024-11-02,CMP_006,3579.22,cancelled,,70.02,Chennai,Prepaid
ORD_10277,2024-11-02,CMP_006,1285.04,DELIVERED,,49.81,Delhi,COD
ORD_10278,2024-11-02,CMP_006,1697.15,delivered,,42.11,Pune,COD
ORD_10279,2024-11-02,CMP_006,3406.61,delivered,,58.77,Pune,Prepaid
ORD_10280,2024-11-02,CMP_006,1966.64,DELIVERED,,46.7,Lucknow,COD
ORD_10281,2024-11-02,CMP_006,1677.53,DELIVERED,,65.17,Lucknow,COD
ORD_10282,2024-11-02,CMP_006,1484.48,Dlvrd,,69.5,Mumbai,Prepaid
ORD_10283,2024-11-02,CMP_006,690.23,delivered,,71.35,Chennai,COD
ORD_10284,2024-11-02,CMP_006,912.83,Delivered,,69.66,Lucknow,COD
ORD_10285,2024-11-02,CMP_006,4216.9,RTO,Fake Order,72.31,Chennai,COD
ORD_10286,2024-11-02,CMP_006,771.21,Delivered,,41.32,Delhi,COD
ORD_10287,2024-11-02,CMP_006,1732.59,cancelled,,70.11,Kolkata,Prepaid
ORD_10288,2024-11-02,CMP_006,1160.28,RTO,Wrong Address,63.11,Pune,COD
ORD_10289,2024-11-02,CMP_006,1633.23,DELIVERED,,46.7,Kolkata,Prepaid
ORD_10290,2024-11-02,CMP_006,1619.23,Cancel,,61.3,Kolkata,COD
ORD_10291,2024-11-02,CMP_006,3423.77,Delivered,,74.81,Mumbai,Prepaid
ORD_10292,2024-11-02,CMP_006,3346.46,Returned,Product Damaged,67.32,Mumbai,COD
ORD_10293,2024-11-02,CMP_006,3912.27,Cancel,,57.27,Chennai,Prepaid
ORD_10294,2024-11-02,CMP_006,1703.47,Dlvrd,,63.37,Ahmedabad,COD
ORD_10295,2024-11-02,CMP_006,4202.94,DELIVERED,,47.8,Pune,COD
ORD_10296,2024-11-02,CMP_006,769.87,DELIVERED,,66.91,Delhi,COD
